PARENT_MOLREGNO	CHEMBL_ID	SYNONYMS	DEVELOPMENT_PHASE	RESEARCH_CODES	APPLICANTS	USAN_STEM	USAN_STEM_DEFINITION	USAN_STEM_SUBSTEM	USAN_YEAR	FIRST_APPROVAL	ATC_CODE	ATC_CODE_DESCRIPTION	INDICATION_CLASS	SC_PATENT_NO	DRUG_TYPE	RULE_OF_FIVE	FIRST_IN_CLASS	CHIRALITY	PRODRUG	ORAL	PARENTERAL	TOPICAL	BLACK_BOX	AVAILABILITY_TYPE	CANONICAL_SMILES
699393	CHEMBL1237042	Epirubicin (BAN, INN); Epirubicin HCl (FDA, JAN, USAN)	4	IMI-28	Pfizer Inc; Hospira Inc	-rubicin	antineoplastic antibiotics (daunorubicin type)	-rubicin	1984	1999	L01DB03	L01DB03 [Antineoplastic And Immunomodulating Agents:Antineoplastic Agents:Cytotoxic Antibiotics And Related Substances:Anthracyclines and related substances]	Antineoplastic		Natural Product-derived	N	N	Single Stereoisomer	N	N	Y	N	Y	Prescription-only	COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@@H](N)[C@H](O)[C@H](C)O5)c4c(O)c3C(=O)c12)C(=O)CO
1121884	CHEMBL1743013	Ensituximab (INN, USAN)	1	NPC-1C	Neogenix Oncology	-mab	monoclonal antibodies	-mab	2010						Antibody	N	N	Single Stereoisomer	N						
1121874	CHEMBL1743003	Conatumumab (INN, USAN)	2	AMG-655; Trail-R2 Mab; XG1-048	Amgen	-mab	monoclonal antibodies	-mab	2007						Antibody	N	N	Single Stereoisomer	N						
1121939	CHEMBL1743068	Secukinumab (INN, USAN)	3	AIN-457	Novartis Pharma Ag; Novartis	-mab	monoclonal antibodies: interleukins as targets	-mab (-kin-)	2010		L04AC10	L04AC10 [Antineoplastic And Immunomodulating Agents:Immunosuppressants:Immunosuppressants:Interleukin inhibitors]			Antibody	N	N	Single Stereoisomer	N						
656783	CHEMBL1182833	Mivacurium Chloride (BAN, FDA, INN, USAN)	4	BW-B109OU DICHLORIDE; BW-B109OU	Abbvie Inc	-curium	neuromuscular blocking agents (quaternary, also ammonium, compounds)	-curium	1990	1992	M03AC10	M03AC10 [Musculo-Skeletal System:Muscle Relaxants:Muscle Relaxants, Peripherally Acting Agents:Other quaternary ammonium compounds]	Neuromuscular Blocking Agent		Synthetic Small Molecule	N	N	Racemic Mixture	N	N	Y	N	N	Discontinued	COc1cc2CC[N+](C)(CCCOC(=O)CC\C=C\CCC(=O)OCCC[N+]3(C)CCc4cc(OC)c(OC)cc4[C@H]3Cc5cc(OC)c(OC)c(OC)c5)[C@H](Cc6cc(OC)c(OC)c(OC)c6)c2cc1OC
1616	CHEMBL428	Trovafloxacin (INN); Trovafloxacin Mesylate (FDA, USAN)	4	CP-9921927; CP-99219-27	Pfizer Pharmaceuticals Inc; Pfizer Central Research	-oxacin	antibacterials (quinolone derivatives)	-oxacin	1995	1997	J01MA13	J01MA13 [Antiinfectives For Systemic Use:Antibacterials For Systemic Use:Quinolone Antibacterials:Fluoroquinolones]	Antibacterial	US-5763454-A	Synthetic Small Molecule	Y	N	Single Stereoisomer	N	Y	N	N	Y	Discontinued	N[C@@H]1[C@H]2CN(C[C@@H]12)c3nc4N(C=C(C(=O)O)C(=O)c4cc3F)c5ccc(F)cc5F
1248673	CHEMBL1908302	Fenisorex (BAN, INN, USAN)			3m Pharmaceuticals	-orex	anorexiants	-orex	1972				Anorexic		Synthetic Small Molecule	Y	N	Single Stereoisomer	N						NC[C@H]1Cc2ccc(F)cc2[C@H](O1)c3ccccc3
1248723	CHEMBL1908352	Coumamycin (INN); Coumermycin (USAN); Coumermycin Sodium (USAN)		Ro-54645010	Hoffmann-Laroche	-mycin	antibiotics (Streptomyces strains)	-mycin	1965				Antibacterial		Natural Product-derived	N	N	Single Stereoisomer	N						CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@@H](Oc3ccc4C(=C(NC(=O)c5[nH]cc(C(=O)NC6=C(O)c7ccc(O[C@@H]8OC(C)(C)[C@@H](OC)[C@H](OC(=O)c9ccc(C)[nH]9)[C@@H]8O)c(C)c7OC6=O)c5C)C(=O)Oc4c3C)O)OC1(C)C
1248731	CHEMBL1908360	Everolimus (FDA, INN, USAN)	4	RAD001	Novartis Pharmaceuticals Corp; Novartis Pharmaceutical Corp	-imus	immunosuppressives: immunosuppressant, rapamycin derivatives	-imus (-rolimus)	2003	2009	L01XE10; L04AA18	L01XE10 [Antineoplastic And Immunomodulating Agents:Antineoplastic Agents:Other Antineoplastic Agents:Protein kinase inhibitors]; L04AA18 [Antineoplastic And Immunomodulating Agents:Immunosuppressants:Immunosuppressants:Selective immunosuppressants]		US-5665772-A	Natural Product-derived	N	N	Single Stereoisomer	N	Y	N	N	Y	Prescription-only	CO[C@@H]1C[C@H](C[C@@H](C)[C@@H]2CC(=O)[C@H](C)\C=C(/C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(/C)\[C@H](C[C@@H]3CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N4CCCC[C@H]4C(=O)O2)OC)CC[C@H]1OCCO
365189	CHEMBL374478	Rifampicin (BAN, INN, JAN); Rifampin (FDA, USAN, USP)	4	BA-411661E; BA-41166E; L-5103; L-5103-LEPETIT	Sanofi Aventis Us Llc; Prosam Labs Llc	-pin(e); rifa-	tricyclic compounds; antibiotics (rifamycin derivatives)	-pin(e); rifa-	1968	1971	J04AB02	J04AB02 [Antiinfectives For Systemic Use:Antimycobacterials:Drugs For Treatment Of Tuberculosis:Antibiotics]	Antibacterial		Natural Product-derived	N	N	Single Stereoisomer	N	Y	Y	N	N	Prescription-only	CO[C@H]1\C=C\O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(NC(=O)\C(=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(=O)C)[C@@H]1C)\C)c(\C=N\N5CCN(C)CC5)c(O)c4c3C2=O
354956	CHEMBL437526	Pralnacasan (INN, USAN)		HMR-3480; HMR3480/VX-740; VX-740		-casan	caspase (interleukin-1b) coverting enzyme inhibitors	-casan	2000						Synthetic Small Molecule	N	N	Single Stereoisomer	N						CCO[C@@H]1OC(=O)C[C@@H]1NC(=O)[C@@H]2CCCN3N2C(=O)[C@H](CCC3=O)NC(=O)c4nccc5ccccc45
1238309	CHEMBL1897738	Clinofibrate (INN, JAN, MI)				-fibrate	antihyperlipidemics (clofibrate type)	-fibrate							Synthetic Small Molecule	N	N	Racemic Mixture	N						CCC(C)(Oc1ccc(cc1)C2(CCCCC2)c3ccc(OC(C)(CC)C(=O)O)cc3)C(=O)O
620237	CHEMBL1093059	Bardoxolone (INN, USAN)		CDDO; RTA-401	Reata Pharmaceuticals	-olone	steroids (not prednisolone derivatives)	-olone	2009						Synthetic Small Molecule	N	N	Single Stereoisomer	N						CC1(C)CC[C@@]2(CC[C@]3(C)[C@@H]([C@@H]2C1)C(=O)C=C4[C@@]5(C)C=C(C#N)C(=O)C(C)(C)[C@@H]5CC[C@@]34C)C(=O)O
1248548	CHEMBL1908006	Oxymesterone (BAN, DCF, INN, MI)				-ster-	steroids (androgens, anabolics)	-ster-							Natural Product-derived	Y	N	Single Stereoisomer	N						C[C@]1(O)CC[C@H]2[C@@H]3CCC4=C(O)C(=O)CC[C@]4(C)[C@H]3CC[C@]12C
1351456	CHEMBL2048028	Lifitegrast (INN, USAN); Lifitegrast Sodium (USAN)		SAR-1118; SAR-1118-023	Sarcode Bioscience, Inc.	-ast	antiasthmatics/antiallergics: integrin antagonists	-ast (-tegr-)	2012						Synthetic Small Molecule	N	N	Single Stereoisomer	N						CS(=O)(=O)c1cccc(C[C@H](NC(=O)c2c(Cl)cc3CN(CCc3c2Cl)C(=O)c4ccc5ccoc5c4)C(=O)O)c1
1383497	CHEMBL2111057	Vidarabine Sodium Phosphate (USAN)		CL-808 Sodium	Parke-Davis	-arabine	antineoplastics (arabinofuranosyl derivatives)	-arabine	1979				Antiviral		Natural Product-derived	N	N	Single Stereoisomer	N						Nc1ncnc2c1ncn2O[C@@H]3O[C@H](COP(=O)(O)O)[C@@H](O)[C@@H]3O
1038391	CHEMBL1615440	Iosulamide (INN); Iosulamide Meglumine (USAN)				io-	iodine-containing contrast media	io-	1978				Diagnostic Aid (radiopaque medium)		Synthetic Small Molecule	N	N	Achiral Molecule	N						CCN(C(=O)C)c1c(I)c(NC(=O)CCS(=O)(=O)CCC(=O)Nc2c(I)c(N(CC)C(=O)C)c(I)c(C(=O)O)c2I)c(I)c(C(=O)O)c1I
656664	CHEMBL1182714	Cevipabulin (INN); Cevipabulin Fumarate (USAN); Cevipabulin Succinate (USAN)		TTI-237		-bulin	antineoplastics (mitotic inhibitors,tubulin binders	-bulin	2005						Synthetic Small Molecule	Y	N	Single Stereoisomer	N						CNCCCOc1cc(F)c(c(F)c1)c2c(Cl)nc3ncnn3c2N[C@@H](C)C(F)(F)F
1380329	CHEMBL2108063	Zanolimumab (INN, USAN)	3	HuMax-CD4; MDX-016	Genmab	-mab	monoclonal antibodies	-mab	2005						Antibody	N	N	Single Stereoisomer	N						
1380716	CHEMBL2108450	Hioxifilcon A (USAN)			Benz Research And Development	-filcon	hydrophilic contact lens materials	-filcon	1995				Contact Lens Material (hydrophilic)		Polymer	N	N	Single Stereoisomer	N						
1376352	CHEMBL2104082	Cedefingol (INN, USAN)		SPC-10121O	Sphinx	-fingol	sphingosine derivatives	-fingol	1994				Antineoplastic (adjunct); Antipsoriatic		Synthetic Small Molecule	N	N	Single Stereoisomer	N						CCCCCCCCCCCCCCC[C@H](O)[C@H](CO)NC(=O)C
1376991	CHEMBL2104721	Salprotoside (INN)				sal-	anti-inflammatory agents (salicylic acid derivatives)	sal-							Natural Product-derived	Y	N	Racemic Mixture	N						CCCO[C@H]1[C@H](O)C(OCC)O[C@H]1C(COC(=O)c2ccccc2O)OC(=O)c3ccccc3O
1378628	CHEMBL2106358	Duometacin (DCF, INN)		R-4444		-metacin	anti-inflammatory agents (indomethacin type)	-metacin							Synthetic Small Molecule	Y	N	Achiral Molecule	N						COc1ccc(cc1)C(=O)c2c(C)n(CC(=O)O)c3cc(OC)ccc23
1376675	CHEMBL2104405	Evernimicin (INN, USAN)		SCH-27899	Schering-Plough Healthcare	-micin	antibiotics (Micromonospora strains)	-micin	1999						Unknown	N	N	Single Stereoisomer	N						COC[C@H]1O[C@@H](O[C@@H]2OC[C@@H]3O[C@@]4(OC[C@@H](OC(=O)c5c(C)cc(O)cc5O)[C@@H]6OCO[C@@H]46)O[C@H]3[C@H]2O)[C@@H](OC)[C@@H](O)[C@@H]1O[C@@H]7O[C@H](C)[C@H](OC)[C@H](O[C@@H]8O[C@H](C)[C@H]9O[C@@]%10(C[C@@H](O)[C@H](O[C@H]%11C[C@@H](O[C@H]%12C[C@@](C)([C@@H](OC)[C@H](C)O%12)[N+](=O)[O-])[C@H](OC(=O)c%13c(C)c(Cl)c(O)c(Cl)c%13OC)[C@@H](C)O%11)[C@@H](C)O%10)O[C@]9(C)[C@@H]8O)[C@H]7O
1378640	CHEMBL2106370	Ilaprazole (INN)				-prazole	antiulcer agents (benzimidazole derivatives)	-prazole							Synthetic Small Molecule	Y	N	Racemic Mixture	N						COc1ccnc(C[S+]([O-])c2nc3cc(ccc3[nH]2)n4cccc4)c1C
1376581	CHEMBL2104311	Ipramidil (INN)				-dil	vasodilators (undefined group)	-dil							Synthetic Small Molecule	Y	N	Achiral Molecule	N						CC(C)NC(=O)c1no[n+]([O-])c1C(=O)NC(C)C
1379274	CHEMBL2107004	Quinestradol (BAN, INN, MI)				-estr-	estrogens	-estr-							Natural Product-derived	Y	N	Single Stereoisomer	N						C[C@]12CC[C@H]3[C@@H](CCc4cc(OC5CCCC5)ccc34)[C@@H]1C[C@@H](O)[C@@H]2O
1377197	CHEMBL2104927	Figopitant (INN)				-tant	tachykinin (neurokinin) receptor antagonists: NK1 receptor antagonists	-tant (-pitant)							Synthetic Small Molecule	N	N	Single Stereoisomer	N						CN(CCc1cc(cc(c1)C(F)(F)F)C(F)(F)F)C(=O)[C@@H](N2CCN(CC3CC3)CC2)c4ccccc4
1378886	CHEMBL2106616	Lidimycin (INN); Lydimycin (USAN)		U-15965		-mycin	antibiotics (Streptomyces strains)	-mycin	1968				Antifungal		Synthetic Small Molecule	Y	N	Single Stereoisomer	N						OC(=O)\C=C/CC[C@@H]1SC[C@@H]2NC(=O)N[C@H]12
1376480	CHEMBL2104210	Butoxylate (INN)				-tox-	toxins	-tox-							Synthetic Small Molecule	N	N	Achiral Molecule	N						CCCCOC(=O)C1(CCN(CCC(C#N)(c2ccccc2)c3ccccc3)CC1)c4ccccc4
1349878	CHEMBL2043437	Glasdegib (USAN)		PF-04449913	Pfizer, Inc.	-degib	hedgehog signaling inhibitors	-degib	2013						Synthetic Small Molecule	Y	N	Single Stereoisomer	N						CN1CC[C@H](C[C@@H]1c2nc3ccccc3[nH]2)NC(=O)Nc4ccc(cc4)C#N
1381370	CHEMBL2109104	Betiatide (BAN, INN, USAN)		MP-600	Mallinckrodt	-tide	peptides	-tide	1990				Pharmaceutic Aid		Oligopeptide	N	N	Single Stereoisomer	N						
1380730	CHEMBL2108464	Garnocestim (INN, USAN)			SmithKline Beecham	-stim	colony-stimulating factors	-stim	2001						Oligopeptide	N	N	Single Stereoisomer	N						
1380152	CHEMBL2107886	Reviparin Sodium (BAN, INN)				-parin	heparin derivatives and low molecular weight (or depolymerized) heparins	-parin			B01AB08	B01AB08 [Blood And Blood Forming Organs:Antithrombotic Agents:Antithrombotic Agents:Heparin group]			Oligosaccharide	N	N	Single Stereoisomer	N						
1380588	CHEMBL2108322	Vatreptacog Alfa (Activated) (INN)				-cog	blood coagulation factors: blood coagulation factor VII	-cog (-eptacog)							Oligopeptide	N	N	Single Stereoisomer	N						
1383138	CHEMBL2110698	Orconazole (INN); Orconazole Nitrate (USAN)		R-15556	Janssen Pharmaceutica, Belgium	-conazole	systemic antifungals (miconazole type)	-conazole	1978				Antifungal		Synthetic Small Molecule	Y	N	Racemic Mixture	N						Clc1ccc(cc1)C(Cn2ccnc2)OCc3c(Cl)cccc3Cl
1383549	CHEMBL2111109	Tasidotin (INN); Tasidotin HCl (USAN)		ILX651		-dotin	synthetic analogs of the dolastatin series	-dotin	2005						Oligopeptide	N	N	Single Stereoisomer	N						CC(C)[C@H](NC(=O)[C@H](C(C)C)N(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1CCC[C@H]1C(=O)N2CCC[C@H]2C(=O)NC(C)(C)C
21825	CHEMBL18531	Fenprinast (INN); Fenprinast HCl (USAN)		MJ-13401-1-3	Bristol-Myers Squibb	-ast	antiasthmatics/antiallergics (not acting primarily as antihistamines,leukotriene biosynthesis inhibitors)	-ast	1982				Bronchodilator (anti-allergic)		Synthetic Small Molecule	Y	N	Achiral Molecule	N						CC1(C)CN2C(=O)c3[nH]cnc3N(Cc4ccc(Cl)cc4)C2=N1
1383151	CHEMBL2110711	Pyritidium Bromide (BAN, INN)		RD-2801		-ium	quaternary ammonium derivatives	-ium							Synthetic Small Molecule	Y	N	Achiral Molecule	N						Cc1cc(Nc2ccc3c4ccc(N)cc4[n+](C)c(c5ccc(N)cc5)c3c2)nc(N)[n+]1C
1383044	CHEMBL2110604	Betamicin (INN); Betamicin Sulfate (USAN)		SCH-14342	Schering	-micin	antibiotics (Micromonospora strains)	-micin	1974				Antibacterial		Natural Product-derived	N	N	Single Stereoisomer	N						CN[C@@H]1[C@@H](O)[C@@H](O[C@H]2[C@H](N)C[C@H](N)[C@@H](O[C@H]3O[C@H](CN)[C@@H](O)[C@H](O)[C@H]3O)[C@@H]2O)OC[C@]1(C)O
1376107	CHEMBL2103837	Tafamidis (INN, USAN); Tafamidis Meglumine (USAN)		FX-1006; FX-1006A	Foldrx Pharmaceuticals	-amidis	antimyloidotics	-amidis	2009		N07XX08	N07XX08 [Nervous System:Other Nervous System Drugs:Other Nervous System Drugs:Other nervous system drugs]			Synthetic Small Molecule	Y	N	Achiral Molecule	N						OC(=O)c1ccc2nc(oc2c1)c3cc(Cl)cc(Cl)c3
1379806	CHEMBL2107536	Stacofylline (INN)				-fylline	theophylline derivatives	-fylline							Natural Product-derived	Y	N	Achiral Molecule	N						CCN(CC)C(=O)N1CCN(CCCc2nc3N(C)C(=O)N(C)C(=O)c3n2C)CC1
1379774	CHEMBL2107504	Pazinaclone (INN, USAN)		A-77000; DN-2327		-clone	hypnotics/tranquilizers (zopiclone type)	-clone	1994				Anti-Anxiety Agent		Synthetic Small Molecule	Y	N	Racemic Mixture	N						Clc1ccc2ccc(nc2n1)N3C(CC(=O)N4CCC5(CC4)OCCO5)C6C=CC=CC6C3=O
1378629	CHEMBL2106359	Iodofenphos (BAN)				io-	iodine-containing contrast media	io-							Synthetic Small Molecule	Y	N	Achiral Molecule	N						COP(=S)(OC)Oc1cc(Cl)c(I)cc1Cl
1377135	CHEMBL2104865	Palonidipine (INN)				-dipine	phenylpyridine vasodilators (nifedipine type)	-dipine							Synthetic Small Molecule	N	N	Racemic Mixture	N						COC(=O)C1=C(C)NC(=C(C1c2cc(ccc2F)[N+](=O)[O-])C(=O)OCC(C)(C)CN(C)Cc3ccccc3)C
1377478	CHEMBL2105208	Niometacin (INN)				-metacin	anti-inflammatory agents (indomethacin type)	-metacin							Synthetic Small Molecule	Y	N	Achiral Molecule	N						COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c3cccnc3
1379684	CHEMBL2107414	Furidarone (INN)				-arone	antirrhythmics	-arone							Synthetic Small Molecule	Y	N	Achiral Molecule	N						Cc1oc(C)c(c1)C(=O)c2cc(I)c(O)c(I)c2
1379000	CHEMBL2106730	Timofibrate (INN)				-fibrate	antihyperlipidemics (clofibrate type)	-fibrate							Synthetic Small Molecule	Y	N	Racemic Mixture	N						CC(C)(Oc1ccc(Cl)cc1)C(=O)N2CSCC2C(=O)O
1383115	CHEMBL2110675	Iodocholesterol (131I) (INN, USAN)				io-; -terol	iodine-containing contrast media; bronchodilators (phenethylamine derivatives)	io-; -terol	1978		V09XA02	V09XA02 [Various:Diagnostic Radiopharmaceuticals:Other Diagnostic Radiopharmaceuticals:Iodine (131I) compounds]	Radioactive Agent		Natural Product-derived	N	N	Single Stereoisomer	N						CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(CI)[C@H]3CC[C@]12C
1383513	CHEMBL2111073	Ciprefadol (INN); Ciprefadol Succinate (USAN)		Compound 113878	Lilly	-adol	analgesics (mixed opiate receptor agonists/antagonists)	-adol	1978				Analgesic		Synthetic Small Molecule	Y	N	Single Stereoisomer	N						Oc1cccc(c1)[C@@]23CCCC[C@H]2CN(CC4CC4)CC3
685397	CHEMBL1213553	Chlorproguanil (BAN, INN); Chlorproguanil HCl (MI)				-nil	benzodiazepine receptor antagonists/agonists	-nil							Synthetic Small Molecule	Y	N	Achiral Molecule	N						CC(C)NC(=N)NC(=N)Nc1ccc(Cl)c(Cl)c1
1380020	CHEMBL2107750	Fampronil (INN)				-nil	benzodiazepine receptor antagonists/agonists	-nil							Synthetic Small Molecule	N	N	Achiral Molecule	N						Cc1nn(c(Cl)c1c2nc(C#N)c(C#N)[nH]2)c3c(Cl)cc(cc3Cl)C(F)(F)F
1379404	CHEMBL2107134	Rofleponide (INN)				-onide	topical steroids (acetal derivatives)	-onide							Natural Product-derived	Y	N	Racemic Mixture	N						CCCC1O[C@@H]2C[C@H]3[C@@H]4CC(F)C5=CC(=O)CC[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO
1377215	CHEMBL2104945	Sulfaclorazole (INN)				sulfa-	antimicrobials (sulfonamides derivatives)	sulfa-							Synthetic Small Molecule	Y	N	Achiral Molecule	N						Cc1cc(NS(=O)(=O)c2ccc(N)cc2)n(n1)c3cccc(Cl)c3
1376179	CHEMBL2103909	Salafibrate (INN)				-fibrate; sal-	antihyperlipidemics (clofibrate type); anti-inflammatory agents (salicylic acid derivatives)	-fibrate; sal-							Synthetic Small Molecule	N	N	Achiral Molecule	N						CC(=O)Oc1ccccc1C(=O)OC(COC(=O)C(C)(C)Oc2ccc(Cl)cc2)COC(=O)C(C)(C)Oc3ccc(Cl)cc3
1377931	CHEMBL2105661	Litronesib (INN, USAN)		Kf89617; LY-2523355	Eli Lilly	-nesib	kinesin inhibitors	-nesib	2009						Synthetic Small Molecule	N	N	Single Stereoisomer	N						CCNCCS(=O)(=O)NC[C@]1(SC(=NN1C(=O)C(C)(C)C)NC(=O)C(C)(C)C)c2ccccc2
1379465	CHEMBL2107195	Isoprednidene (BAN, INN)				-pred-	prednisone and prednisolone derivatives	-pred-							Natural Product-derived	Y	N	Single Stereoisomer	N						C[C@]12CCC(=O)C=C1C=C[C@H]3[C@@H]4CC(=C)[C@](O)(C(=O)CO)[C@@]4(C)C[C@H](O)[C@H]23
1383116	CHEMBL2110676	Iometopane 123I (INN); Iometopane I 123 (USAN)		GPI-200	Guilford	io-	iodine-containing contrast media	io-	1997				Diagnostic Aid		Synthetic Small Molecule	Y	N	Racemic Mixture	N						COC(=O)[C@@H]1[C@H]2CC[C@@H](CC1c3ccc(I)cc3)N2C
1379498	CHEMBL2107228	Solimastat (BAN, INN)		BB-3644		-stat	enzyme inhibitors: matrix metalloprotease inhibitors	-stat (-mastat)							Synthetic Small Molecule	Y	N	Single Stereoisomer	N						CO[C@@H]([C@@H](CC(C)C)C(=O)N[C@H](C(=O)Nc1ccccn1)C(C)(C)C)C(=O)NO
1376698	CHEMBL2104428	Mideplanin (INN)				-planin	antibacterials (Actinoplanes strains)	-planin							Unknown	N	N	Single Stereoisomer	N						CC(C)CCCCCCC(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]1Oc2c3Oc4ccc(C[C@H]5NC(=O)[C@@H](N)c6ccc(O)c(Oc7cc(O)cc(c7)[C@H](NC5=O)C(=O)N[C@H]8C(=O)N[C@H]9C(=O)N[C@@H]([C@H](O[C@@H]%10O[C@H](CO)[C@@H](O)[C@H](O)[C@H]%10NC(=O)C)c%11ccc(Oc2cc8c3)c(Cl)c%11)C(=O)N[C@@H](C(=O)NCCCN(C)C)c%12cc(O)cc(O[C@H]%13O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]%13O)c%12c%14cc9ccc%14O)c6)cc4Cl
1379094	CHEMBL2106824	Nisobamate (INN, USAN)		W-1015	Wallace	-bamate	tranquilizers/antiepileptics (propanediol and pentanediol groups	-bamate	1969				Sedative-Hypnotic; Tranquilizer (minor)		Synthetic Small Molecule	Y	N	Racemic Mixture	N						CCC(C)C(C)(COC(=O)N)COC(=O)NC(C)C
1377465	CHEMBL2105195	Pimefylline (INN, MI)				-fylline	theophylline derivatives	-fylline							Natural Product-derived	Y	N	Achiral Molecule	N						CN1C(=O)N(C)c2ncn(CCNCc3cccnc3)c2C1=O
1377436	CHEMBL2105166	Mazokalim (BAN, INN)				-kalim	potassium channel agonists	-kalim							Synthetic Small Molecule	Y	N	Single Stereoisomer	N						CCOC(=O)CCCn1nnnc1c2ccc3OC(C)(C)[C@@](C)(O)[C@H](OC4=NNC(=O)C=C4)c3c2
1376926	CHEMBL2104656	Dexsecoverine (INN)				-verine	spasmolytic agents (papaverine type)	-verine							Synthetic Small Molecule	N	N	Single Stereoisomer	N						CCN(CCCC(=O)C1CCCCC1)[C@@H](C)Cc2ccc(OC)cc2
1377055	CHEMBL2104785	Rolgamidine (BAN, INN, USAN)		WY-25021		-(ur)amidine	pentamidine derivatives/analogues	-(ur)amidine	1987				Antidiarrheal		Synthetic Small Molecule	Y	N	Single Stereoisomer	N						C[C@@H]1C=C[C@@H](C)N1CC(=O)N=C(N)N
1378370	CHEMBL2106100	Atliprofen (INN)				-profen	anti-inflammatory/analgesic agents (ibuprofen type)	-profen							Synthetic Small Molecule	Y	N	Racemic Mixture	N						COC(=O)C(C)c1ccc(cc1)c2ccsc2
1377872	CHEMBL2105602	Tropirine (INN)		BS-7723 [As Maleate]		trop-	atropine derivatives	trop-							Synthetic Small Molecule	Y	N	Racemic Mixture	N						CN1[C@@H]2CC[C@H]1C[C@H](C2)OC3c4ccccc4C=Cc5ncccc35
1376208	CHEMBL2103938	Rifametane (INN, USAN)		SPA-S-565	Societa Prodotti Antibiotici, Italy	rifa-	antibiotics (rifamycin derivatives)	rifa-	1990				Antibacterial		Natural Product-derived	N	N	Single Stereoisomer	N						CCN(CC)\C(=N\N=C\c1c(O)c2c3C(=O)[C@@]4(C)O\C=C\[C@H](OC)[C@@H](C)[C@@H](OC(=O)C)[C@H](C)[C@H](O)[C@H](C)[C@@H](O)[C@@H](C)\C=C\C=C(\C)/C(=O)Nc1c(O)c2c(O)c(C)c3O4)\C
1376131	CHEMBL2103861	Aganepag (INN, USAN)		AGN-210937	Allergan	-nepag	non-prostanoid prostaglandin receptor agonists	-nepag	2010						Synthetic Small Molecule	N	N	Single Stereoisomer	N						CCCCC[C@H](O)c1ccc(cc1)N2[C@@H](CCCc3ccc(s3)C(=O)O)CCC2=O
1379833	CHEMBL2107563	Sornidipine (INN)				-dipine	phenylpyridine vasodilators (nifedipine type)	-dipine							Natural Product-derived	Y	N	Racemic Mixture	N						COC(=O)C1=C(C)NC(=C(C1c2ccccc2[N+](=O)[O-])C(=O)O[C@@H]3CO[C@@H]4[C@@H](O)CO[C@H]34)C
1379015	CHEMBL2106745	Norfloxacin Succinil (INN)				-oxacin	antibacterials (quinolone derivatives)	-oxacin							Synthetic Small Molecule	Y	N	Achiral Molecule	N						CCN1C=C(C(=O)O)C(=O)c2cc(F)c(cc12)N3CCN(CC3)C(=O)CCC(=O)O
1377730	CHEMBL2105460	Sedecamycin (INN, USAN)		Ro-230731000; T-2636; T-2636A	Takeda, Japan; Hoffmann-Laroche	-mycin	antibiotics (Streptomyces strains)	-mycin	1987				Antibacterial (veterinary)		Natural Product-derived	N	N	Single Stereoisomer	N						C[C@@H]1[C@H]2C[C@H](OC(=O)C)\C=C\C(=C\C[C@H](O)\C=C\C(=C\[C@@H](NC(=O)C(=O)C)[C@](C)(C(=O)O2)C1=O)\C)\C
1379053	CHEMBL2106783	Manifaxine (BAN, INN)				-axine	antianxiety, antidepressant inhibitor of norepinephrine and dopamine re-uptake	-axine							Synthetic Small Molecule	Y	N	Single Stereoisomer	N						C[C@@H]1CO[C@](C)([C@H](C)N1)c2cc(F)cc(F)c2
1378513	CHEMBL2106243	Etarotene (INN, USAN)		Ro-151570000	Hoffmann-Laroche	-arotene	arotinoid derivatives	-arotene	1990				Keratolytic		Synthetic Small Molecule	N	N	Achiral Molecule	N						CCS(=O)(=O)c1ccc(\C=C(\C)/c2ccc3c(c2)C(C)(C)CCC3(C)C)cc1
1379764	CHEMBL2107494	Tenosal (INN)				-sal	anti-inflammatory agents (salicylic acid derivatives)	-sal							Synthetic Small Molecule	Y	N	Achiral Molecule	N						OC(=O)c1ccccc1OC(=O)c2cccs2
123375	CHEMBL307739	Ibopamine (BAN, INN, USAN)		SB-7505	SmithKline Beecham; Simes S.P.A., Italy	-pamine	dopaminergics (butopamine type)	-pamine	1981		S01FB03; C01CA16	S01FB03 [Sensory Organs:Ophthalmologicals:Mydriatics And Cycloplegics:Sympathomimetics excl. antiglaucoma preparations]; C01CA16 [Cardiovascular System:Cardiac Therapy:Cardiac Stimulants Excl. Cardiac Glycosides:Adrenergic and dopaminergic agents]	Dopaminergic Agent (peripheral)		Synthetic Small Molecule	Y	N	Achiral Molecule	N						CNCCc1ccc(OC(=O)C(C)C)c(OC(=O)C(C)C)c1
